molecule_chembl_id,smiles
CHEMBL3350216,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
CHEMBL3350218,CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1
CHEMBL335023,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
CHEMBL3350250,Cc1cc(SC2=C(O)O[C@@](CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cn1
CHEMBL3350251,Cc1cc(SC2=C(O)O[C@@](CCc3ccccc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cn1
CHEMBL335056,CC(C)(C)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NCc1ccncc1
CHEMBL3350608,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
CHEMBL3350609,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(C)(C)C)C(C)C)C(=O)NCc1ccccn1
CHEMBL3350610,CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@H](C)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C
CHEMBL3350611,CC(C)(C)NC(=O)C1CCCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
CHEMBL3350612,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O
CHEMBL3350613,CC(C)(C)OC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
CHEMBL335073,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(C)C
CHEMBL3350878,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC
CHEMBL335093,CC(C)CNC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)(C)C
CHEMBL3351009,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)C(C)C
CHEMBL3351098,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC
CHEMBL335379,CC(C)CCNC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(C)(C)C
CHEMBL335391,CC(C)[C@H](NC(=O)COc1cccc2ccccc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CCC[C@H]1C(=O)NC(C)(C)C
CHEMBL335424,COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cccc(C)n4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1
CHEMBL335560,COc1ccc(CN(CC(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(N)cc2)c2ccccc2)cc1OC
CHEMBL335651,CC(C)(C)NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1
CHEMBL335653,CCC(c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1)c1c(O)c2c(oc1=O)CCCCCCCC2
CHEMBL335676,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
CHEMBL335737,CCC(C1=C(O)OC2CCCCCC2C1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1
CHEMBL335789,O=c1c2c(oc(O)c1C(c1ccccc1)C1CC1)C(CC1CC1)CCCCCC2
CHEMBL335881,CC(C)CNC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(C)C
CHEMBL335916,CSCC(NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN1CCCCC1C(=O)NC(C)(C)C
CHEMBL335935,COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1
CHEMBL336063,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CO)CCCCNC(=O)CN(CCc2ccccc2)c2ccccc2)cc1
CHEMBL336367,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)[C@@H](N)Cc2ccccc2)C(=O)O)cc1
CHEMBL336452,C/C=C/CNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NC/C=C/C)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1
CHEMBL33647,O=C1N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1
CHEMBL336684,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
CHEMBL336730,Nc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1
CHEMBL336746,CC(C)(C)C(C1=C(O)OC2CCCCCCC2C1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1
CHEMBL336818,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
CHEMBL336866,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)N(C)Cc2ccccc2)C(=O)O)cc1
CHEMBL336868,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)NC1c2ccccc2C[C@@H]1O
CHEMBL336885,COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccc(C)cn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1
CHEMBL336974,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)CN(C)c2ccccc2)C(=O)O)cc1
CHEMBL336981,CC(C)(C)OC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
CHEMBL337040,CC(C)(C)OC(=O)[C@@H]1CCCN1CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
CHEMBL337053,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
CHEMBL337061,CCC(C)(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@@H](N)CC(C)C)C(C)C)C(C)C)C(=O)O
CHEMBL337283,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
CHEMBL337315,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(C(F)(F)F)cc1)C(=O)NC1c2ccccc2C[C@@H]1O
CHEMBL337349,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](CCCc1ccccc1)C(=O)NC1c2ccccc2C(O)[C@@H]1O
CHEMBL337439,CCC(C1=C(O)OC2CCCCC2C1=O)c1ccccc1
CHEMBL337449,Cc1ccccc1-n1ccc(CN2CCN(C[C@@H](O)C[C@@H](Cc3cccnc3)C(=O)N[C@H]3c4ccccc4OC[C@H]3O)[C@H](C(=O)NCC(F)(F)F)C2)c1
CHEMBL337537,CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1cccc(F)c1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL337679,CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NCC(C)C
CHEMBL337701,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccccc3Cl)c2)C[C@H]1C(=O)NCC(F)(F)F
CHEMBL337760,CCC1CCCCCCc2c1oc(O)c(C(c1ccccc1)C1CC1)c2=O
CHEMBL337872,O=S1(=O)N(Cc2cccc(CCO)c2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1cccc(CCO)c1
CHEMBL337895,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)C(c2ccccc2)c2ccccc2)C(=O)O)cc1
CHEMBL338010,CCCC1(c2ccccc2)CC(=O)C(SCc2ccccc2)=C(O)O1
CHEMBL338142,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccc(Cl)c(Cl)c3)c2)C[C@H]1C(=O)NCC(F)(F)F
CHEMBL33829,O=C1N[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1
CHEMBL338428,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(C2=C(O)C(=O)CCC2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(C2=C(O)C(=O)CCC2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C
CHEMBL338554,Cc1ccccc1SC1=C(O)OC(c2ccccc2)(c2ccccc2)CC1=O
CHEMBL338734,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)COc2ccccc2)C(=O)O)cc1
CHEMBL338756,Cn1ccnc1S(=O)(=O)Cc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1
CHEMBL338844,O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)CN(Cc2ccccc2)N1Cc1ccc(CO)cc1
CHEMBL338912,O=C1CC(c2ccccc2)(c2ccccc2)OC(O)=C1Sc1ccccc1C1CCCCC1
CHEMBL339112,CNC(=O)C(NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)NC(C(=O)NC)[C@@H](C)O)[C@H](C)O
CHEMBL339147,COc1cc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cccc(C)n4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc(OC)c1
CHEMBL339204,CCCC[C@@H]1NC(=O)[C@@H](NC(C)=O)CCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)NC1=O
CHEMBL339288,O=C1CC(CCc2ccccc2)(c2ccccc2)OC(O)=C1Sc1ccccc1
CHEMBL3393116,O=C1c2cccc([N+](=O)[O-])c2C(=O)N1c1ccc2[nH]c(=S)sc2c1
CHEMBL339407,Cc1cc(SC2=C(O)OC(CCc3ccccc3)(c3ccccc3)CC2=O)c(C(C)(C)C)cc1O
CHEMBL339426,Cc1ccccc1SC1=C(O)OC(CCc2ccccc2)(c2ccccc2)CC1=O
CHEMBL339721,CCCOC[C@@H]1NC(=O)[C@@H](N)CCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)NC1=O
CHEMBL339998,O=C(O)CCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1
CHEMBL34008,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NC(=O)c1cccc(C#N)c1
CHEMBL340116,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(-c2nccs2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(-c2nccs2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C
CHEMBL34019,CC(=O)c1cc(CN2C(=O)N(Cc3ccc(F)c(C(C)=O)c3)[C@H](Cc3ccc4c(c3)OCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)OCO3)ccc1F
CHEMBL340206,O=C1CC(CCCCO)(c2ccccc2)OC(O)=C1SCc1ccccc1
CHEMBL340368,CCNC(=O)C(NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)Cc3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1
CHEMBL340472,Cc1ccc(C(C)(C)C)c(Sc2c(O)cc(-c3ccccc3)oc2=O)c1
CHEMBL340616,O=S1(=O)N(Cc2ccc(CO)cc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccc(CO)cc1
CHEMBL340638,Cn1ccnc1S(=O)(=O)Cc1cccc(C(c2c(O)cc(C(CC3CC3)CC3CC3)oc2=O)C2CC2)c1
CHEMBL340729,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3cccc(F)c3)c2)C[C@H]1C(=O)NCC(F)(F)F
CHEMBL340733,Cc1ccc(-n2ccc(CN3CCN(C[C@@H](O)C[C@@H](Cc4cccnc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)c2)cc1
CHEMBL340749,CC(=O)Nc1ccc(S(=O)(=O)N(CCC(C)C)C[C@@H](O)[C@@H]2Cc3ccc(cc3)OCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C(C)C)C(=O)N2)cc1
CHEMBL340811,O=C1CC(CCc2ccccc2)(c2ccccc2)OC(O)=C1SCCc1ccccc1
CHEMBL340859,CCCCCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1
CHEMBL34089,CC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(C)=O)c3)[C@H](Cc3ccc4c(c3)CCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)CCO3)c1
CHEMBL340958,O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)CN(Cc2ccoc2)N1Cc1ccc(CO)cc1
CHEMBL340986,CC(=O)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3cccc(C(C)=O)c3)S2(=O)=O)c1
CHEMBL341006,O=C1CC(c2ccccc2)(c2ccccc2)OC(O)=C1Sc1ccccc1
CHEMBL341024,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccc2ccccc2c1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
CHEMBL341089,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccccc3)c2)C[C@H]1C(=O)NCC(F)(F)F
CHEMBL341176,Cc1cccc(-n2ccc(CN3CCN(C[C@@H](O)C[C@@H](Cc4cccnc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)c2)c1
CHEMBL341237,O=C1CC(c2ccccc2)(c2ccccc2)OC(O)=C1Sc1ccccc1C1CCCC1
CHEMBL341294,CC(C)(C)c1ccccc1SC1=C(O)OC(c2ccccc2)(c2ccccc2)CC1=O
CHEMBL341317,CCCC[C@@H]1NC(=O)[C@@H](N)CCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)NC1=O
CHEMBL341647,O=C(Oc1cccc(CN2C(=O)N(Cc3cccc(OC(=O)c4ccccc4)c3)[C@H]([C@@H](F)Cc3ccccc3)[C@H]2[C@@H](F)Cc2ccccc2)c1)c1ccccc1
CHEMBL341697,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C)c2)cc1
CHEMBL341707,O=c1c2c(oc(O)c1C(c1ccccc1)C1CC1)C(CC1CCCCO1)CCCCCC2
CHEMBL341883,CCc1nc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccccc2)[nH]c1CC
CHEMBL342037,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccc(N)cc2C)cc1
CHEMBL342135,O=C(NC1c2ccccc2C[C@@H]1O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O
CHEMBL342152,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CO)CCCCNC(=O)CN(Cc2ccccc2[N+](=O)[O-])c2ccccc2)cc1
CHEMBL342365,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)C(=O)NC1c2ccccc2C[C@@H]1O
CHEMBL342367,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(N)c2C)cc1
CHEMBL342439,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)CSc2ccccc2)C(=O)O)cc1
CHEMBL342562,COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)OC)c3)[C@H](CCc3ccccc3)[C@H]2[C@@H](Br)Cc2ccccc2)c1
CHEMBL342576,O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@H](Cc2ccccc2)N1Cc1ccccc1
CHEMBL342585,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](O)[C@@H]1Cc2ccc(cc2)OCCCOc2cc3ccccc3cc2C(=O)N[C@@H](CC(N)=O)C(=O)N1
CHEMBL342599,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC1(Cc2ccccc2)CCCN(C2c3ccccc3C[C@@H]2O)C1=O
CHEMBL342700,CC(C)(C)OC(=O)NC(Cc1ccccc1)[C@@H](O)CC(Cc1ccc([N+](=O)[O-])cc1)C(=O)NC1c2ccccc2C[C@@H]1O
CHEMBL342772,N=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N/O)c3)[C@H](CCc3ccccc3)[C@H]2CCc2ccccc2)c1
CHEMBL342773,COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)OC)c3)[C@H](CCc3ccccc3)[C@H]2CCc2ccccc2)c1
CHEMBL343044,COCCC1CCCCCc2c1oc(O)c(C(c1ccccc1)C1CC1)c2=O
CHEMBL343053,CC(C)(C)OC(=O)NC(Cc1ccccc1)[C@@H](O)CC(Cc1ccc(N)cc1)C(=O)NC1c2ccccc2C[C@@H]1O
CHEMBL343108,CCc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1
CHEMBL343537,COc1ccc(CN(CC(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(C)cc2)c2ccccc2)cc1OC
CHEMBL343608,CC(C)(C)OC(=O)N[C@H](Cc1c[nH]cn1)C(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1
CHEMBL343642,O=S(=O)(c1ccccc1)c1c(C2=NCCCN2)[nH]c2ccc(Cl)cc12
CHEMBL343709,CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccccc1[N+](=O)[O-])c1ccccc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL343727,C[C@H](O)C(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL343811,CCC(c1ccccc1)c1c(O)c2c(oc1=O)C(Cc1ccccc1)CCCCCC2
CHEMBL343963,C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1
CHEMBL344013,COc1cccc(CN(CC(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(N)cc2)c2ccccc2)c1OC
CHEMBL344233,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccccc2Cl)cc1
CHEMBL34433,CN1CCOc2ccc(C[C@@H]3[C@H](O)[C@@H](O)[C@@H](Cc4ccc5c(c4)N(C)CCO5)N(Cc4ccccc4)C(=O)N3Cc3ccccc3)cc21
CHEMBL344442,O=c1c2c(oc(O)c1C(C1CC1)C1CC1)CCCCCCC2
CHEMBL34479,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NC(=O)CC(C)(C)C
CHEMBL344838,CCCCC1(Cc2ccccc2)CC(=O)C(C(CC)c2ccccc2)=C(O)O1
CHEMBL344856,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(N)ccc2C)cc1
CHEMBL344953,COCC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL345187,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2n1)C(C)(C)S(C)(=O)=O
CHEMBL34544,CC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(C)=O)c3)[C@H](Cc3ccc4c(c3)OCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)OCO3)c1
CHEMBL345603,CC(C)(C)NC(=O)c1ccccc1NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
CHEMBL345630,O=C(N[C@H]1CCCC[C@@H]1NC(=O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1cccnc1)c1cccnc1
CHEMBL345868,O=C(N[C@H]1CCCC[C@@H]1NC(=O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccc2ccccc2n1)c1ccc2ccccc2n1
CHEMBL345997,O=S1(=O)N(Cc2ccc(-c3cccs3)cc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccc(-c2cccs2)cc1
CHEMBL346120,CC(C)c1nc(CN(C)C(=O)NCCC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)cs1
CHEMBL34656,CC(C)=CCN1C(=NC#N)N(CC=C(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1
CHEMBL346594,CCc1ccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3ccc(CC)cc3)N(Cc3ccc4[nH]nc(N)c4c3)C(=O)N2Cc2ccccc2)cc1
CHEMBL34661,CC(=O)c1cc(CN2C(=O)N(Cc3ccc(F)c(C(C)=O)c3)[C@H](Cc3ccc4c(c3)OCCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)OCCO3)ccc1F
CHEMBL346818,Nc1[nH]nc2ccc(CN3C(=O)N(Cc4ccccc4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)cc12
CHEMBL346860,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)CNC=O
CHEMBL346943,CC(C)c1csc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)n1
CHEMBL347431,CC(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)S(=O)(=O)c1ccccc1
CHEMBL347500,CC(C)(C)NC(=O)[C@@H]1CN(CC2(c3ccccc3)CC2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O
CHEMBL347662,Cc1ccc(C(=O)N2CCc3ccccc3C2)cc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C
CHEMBL347671,CC(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1
CHEMBL347725,CCCO[C@@H](C(=O)N[C@H](C(=O)NC)C(C)C)[C@H](O)[C@@H](O)[C@@H](OCCC)C(=O)N[C@H](C(=O)NC)C(C)C
CHEMBL347773,O=C1[C@@H](Cc2ccccc2)C[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1
CHEMBL347802,CC(C)c1nc(CN(C)C(=O)NCCC(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)cs1
CHEMBL347824,CCN(CCc1csc(C(C)C)n1)C(=O)NC(C)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1
CHEMBL348047,O=C(N[C@H]1CCCC[C@@H]1NC(=O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1cc2ccccc2cn1)c1cc2ccccc2cn1
