molecule_chembl_id,smiles
CHEMBL110557,CCOC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C
CHEMBL110585,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H]1NCc2cccc(c2)OCCOCCOCCNC(=O)[C@H](C(C)C)NC1=O
CHEMBL110586,CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)NCc2ccc(cc2)OCCOCCOCCOCCNC1=O
CHEMBL110603,CC(C)[C@H](NC(=O)OCC1CCCCN1C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
CHEMBL110865,CC(C)[C@H](NS(=O)(=O)CCc1ccncc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)CCc1ccncc1)C(C)C
CHEMBL111143,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O
CHEMBL11116,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C[S+]([O-])c1cccc2ccccc12)NS(C)(=O)=O
CHEMBL111175,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)CCCN([C@H]2c3ccccc3C[C@H]2O)C1=O
CHEMBL111259,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NN(CC1CCCCC1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
CHEMBL11137,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C[S+]([O-])c1ccccc1)NS(C)(=O)=O
CHEMBL11142,CCCC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C
CHEMBL11143,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS(=O)(=O)c1cccc2ccccc12)NS(C)(=O)=O
CHEMBL11180,CCCCCC[C@@H]1[C@H](O)[C@@H](O)[C@@H](CCCCCC)N(Cc2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)C(=O)N1Cc1cccc(C(=O)Nc2nc3ccccc3[nH]2)c1
CHEMBL111906,CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)NCc2ccc(cc2)OCCOCCNC1=O
CHEMBL11193,CC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C
CHEMBL111957,CC(C)[C@H](NC(=O)/C=C/c1cccnc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)/C=C/c1cccnc1)C(C)C
CHEMBL111958,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)OC)C(C)C
CHEMBL112186,CC(C)[C@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1cccnc1)C(C)C
CHEMBL112199,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H]1NCc2ccc(cc2)OCCCCNC(=O)[C@H](C(C)C)NC1=O
CHEMBL112257,CSc1ncccc1CN1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)NC2c3ccccc3C[C@H]2O)[C@H](C(=O)NC(C)(C)C)C1
CHEMBL112412,CC(C)[C@H](NC(=O)OCCN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
CHEMBL112546,CC(C)[C@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
CHEMBL112569,CC(C)[C@H](NC(=O)OCCN1CCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
CHEMBL112578,CC(C)[C@H](NS(=O)(=O)CCc1ccncc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)CCc1ccncc1)C(C)C
CHEMBL11266,O=C(Nc1nc2ccccc2[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1
CHEMBL112703,CC(C)CN(C[C@H](O)[C@@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL112801,CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)NCc2ccc(cc2)OCCOCCOCCNC1=O
CHEMBL112846,CC(C)[C@H](NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)CN1CCOCC1)C(C)C
CHEMBL11287,COc1ccc(SC[C@H](NS(C)(=O)=O)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)Cc2ccccc2C(=O)NC(C)(C)C)cc1
CHEMBL112930,CC(C)[C@H](NS(=O)(=O)CCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)CCc1ccccn1)C(C)C
CHEMBL113062,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
CHEMBL113085,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H]1NCc2ccc(cc2)OCCOCCOCCNC(=O)[C@H](C(C)C)NC1=O
CHEMBL113090,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CC[C@H]2OCC[C@@H]12
CHEMBL113197,CCCCCC=C(c1cc(Cl)c(O)c(C(=O)NO)c1)c1cc(Cl)c(O)c(C(=O)NO)c1
CHEMBL113264,CC(C)[C@H](NC(=O)OCC1CCCN(C)C1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
CHEMBL113268,CC(C)[C@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccncc1)C(C)C
CHEMBL113423,CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)NCc2cccc(c2)OCCOCCOCCNC1=O
CHEMBL113554,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1ccccn1)C(C)C
CHEMBL113559,CC(C)CN(C[C@@H](O)[C@@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL113560,CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)NCc2ccc(cc2)OCCOCCNC1=O
CHEMBL113575,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1ccccn1)C(C)C
CHEMBL113626,CC(C)[C@H](NC(=O)/C=C/c1cccnc1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)/C=C/c1cccnc1)C(C)C
CHEMBL113627,CC(C)[C@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C
CHEMBL113665,Cc1cc(O)c(C)c(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c1
CHEMBL113810,COc1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c1O
CHEMBL113825,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O
CHEMBL113826,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccncc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O
CHEMBL113845,CC(C)(C)NC(=O)C1CN(Cc2cc3cccnc3s2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
CHEMBL113884,Cc1ccc(C(=O)Nc2cccc(CN3C(=O)N(Cc4cccc(NC(=O)c5ccc(C)cn5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@H]3CCc3ccccc3)c2)nc1
CHEMBL113958,Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
CHEMBL114192,CC(C)[C@H](NC(=O)NCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)NCc1ccccn1)C(C)C
CHEMBL11421,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C[S+]([O-])c1ccc(F)cc1)NS(C)(=O)=O
CHEMBL114216,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1Br
CHEMBL11424,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CSc1ccccn1)NS(C)(=O)=O
CHEMBL114258,C=CCS[C@@H](C(=O)NC1c2ccccc2C[C@H]1O)[C@H](O)[C@@H](O)[C@@H](SCC=C)C(=O)N[C@H]1c2ccccc2C[C@H]1O
CHEMBL11426,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CSc1ccc(F)cc1)NS(C)(=O)=O
CHEMBL114622,CNC(=O)[C@@H](NC(=O)[C@H](Sc1ccccc1)[C@H](O)[C@@H](O)[C@@H](Sc1ccccc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C
CHEMBL114629,CNC(=O)[C@@H](NC(=O)[C@H](Sc1ccccc1F)[C@H](O)[C@@H](O)[C@@H](Sc1ccccc1F)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C
CHEMBL114674,Cc1cc(O)c(C)c(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c1
CHEMBL114756,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccncc3)o2)C[C@H]1C(=O)NCC(F)(F)F
CHEMBL114834,CC(C)(C)NC(=O)[C@@H]1CN(Cc2nc3ccccc3[nH]2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O
CHEMBL115080,Cc1nn(C)c2ncc(CN3CCN(C[C@@H](O)C[C@@H](Cc4ccccc4)C(=O)NC4c5ccccc5C[C@H]4O)[C@H](C(=O)NC(C)(C)C)C3)cc12
CHEMBL115176,CC(C)(C)NC(=O)[C@@H]1CN(CC(=O)OC(C)(C)C)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O
CHEMBL115292,CC(C)(C)OC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
CHEMBL115329,CC(C)CN(C[C@@H](O)[C@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL115332,Cc1c(O)cc(F)cc1C(=O)N[C@@H](Cc1cccc(C(F)(F)F)c1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
CHEMBL115376,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC
CHEMBL115743,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccccc3)c2)=C(O)O1
CHEMBL1159823,CC(C)C[C@@H](NC(=O)[C@H](O)COS(=O)(=O)O)C(=O)N[C@@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]2CC[C@H](O)N(C2=O)[C@@H](CC(C)C)C(=O)N(C)[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(C)C)C(=O)O[C@@H]1C
CHEMBL116,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
CHEMBL1160519,O=C(O)CCC(=O)NCCc1ccc(C2(c3ccc(CCNC(=O)CCC(=O)O)cc3)C34c5c6c7c8c9c%10c(c%11c%12c3c3c5c5c%13c6c6c7c7c9c9c%14c%10c%10c%11c%11c%12c%12c3c3c5c5c%13c%13c6c6c7c9c7c9c%14c%10c%10c%11c%11c%12c3c3c5c5c%13c6c7c6c9c%10c%11c3c56)C824)cc1
CHEMBL116052,CC(C)(C)NC(=O)C1CN(Cc2cc3cc(CO)cnc3o2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
CHEMBL116107,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccc(Cl)nc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O
CHEMBL1161303,CC(C)CCC[C@@H](C)[C@H]1CCC2C3CC=C4C[C@H](SC[C@@H]5CCN6CC[C@@H](CSCC(=O)NCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc7ccccc7)C(=O)OCc7ccccc7)[C@@H](C)OCc7ccccc7)NC6=N5)CC[C@]4(C)C3CC[C@@]21C
CHEMBL1161406,NC(=O)[C@@H]1CCCN1P(=O)(O)C(Cc1ccccc1)NC(=O)C(F)(F)F
CHEMBL1161407,NC(=O)[C@H](Cc1ccccc1)NP(=O)(O)C(Cc1ccccc1)NC(=O)C(F)(F)F
CHEMBL1161732,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccc(Br)cc1)C(=O)NC(=O)[C@@H](C)C(C)C
CHEMBL1161733,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccc(CCc2ccccc2)cc1)C(=O)NC(=O)[C@@H](C)C(C)C
CHEMBL1161734,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccccc1)C(=O)NC(=O)[C@@H](C)C(C)C
CHEMBL1161735,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](Oc1ccccc1)C(=O)NC(=O)[C@@H](C)C(C)C
CHEMBL1161736,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O
CHEMBL1161737,COC(=O)/C=C/c1ccc(O[C@@H](C(=O)NC(=O)[C@@H](C)C(C)C)[C@H](O)[C@@H](O)[C@@H](O)C(=O)NC(=O)[C@@H](C)C(C)C)cc1
CHEMBL1161738,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccc(-c2nccs2)cc1)C(=O)NC(=O)[C@@H](C)C(C)C
CHEMBL1161739,CCO[C@@H](C(=O)NC(=O)[C@@H](C)C(C)C)[C@H](O)[C@@H](O)[C@@H](O)C(=O)NC(=O)[C@@H](C)C(C)C
CHEMBL1161740,C[C@@H](Cc1ccc(O)cc1)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccccc1)C(=O)NC(=O)[C@@H](C)Cc1ccc(O)cc1
CHEMBL1161741,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccc(C2=C(O)C(=O)CCC2)cc1)C(=O)NC(=O)[C@@H](C)C(C)C
CHEMBL1161742,O=C(NC1c2ccccc2C[C@@H]1O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O
CHEMBL1161743,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccc(-c2ccccn2)cc1)C(=O)NC(=O)[C@@H](C)C(C)C
CHEMBL116265,CCCCCC1(CCCCC)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)=C(O)O1
CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
CHEMBL116439,Cc1ccc(C(=O)N[C@@H](Cc2cccc(C(F)(F)F)c2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c(C)c1O
CHEMBL116482,O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)OCc1ccccn1
CHEMBL116517,N=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N\O)c3)[C@H](CCc3ccc(F)cc3)[C@@H](O)[C@H]2Cc2ccc(F)cc2)c1
CHEMBL116552,Cc1ccc(O)c(C)c1C(=O)N[C@@H](Cc1ccc(C(F)(F)F)cc1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
CHEMBL116628,Cc1nc(S(=O)(=O)N2CCN(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)[C@H](C(=O)NC(C)(C)C)C2)c(C)s1
CHEMBL116677,CC(C)(C)NC(=O)[C@@H]1C[C@H](Oc2ccc3ccccc3c2)CN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O
CHEMBL116723,Cc1ccc(O)c(C)c1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
CHEMBL116798,CCC(C1=C(O)OC(CC(C)C)(CC(C)C)CC1=O)c1cccc(NS(=O)(=O)c2cn(C)cn2)c1
CHEMBL116845,CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2cnc3occc3c2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O
CHEMBL116867,Cc1cc(O)c(C)c(C(=O)N[C@@H](Cc2ccc3ccccc3c2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c1
CHEMBL116954,CC(C)(C)NC(=O)[C@@H]1CN(S(=O)(=O)c2cccc3cccnc23)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O
CHEMBL116965,CCC(C1=C(O)OC(CCc2ccccc2)(CCc2ccccc2)CC1=O)c1cccc(NS(=O)(=O)c2cn(C)cn2)c1
CHEMBL117024,Cc1ccc(C[C@H](NC(=O)c2ccc(C)c(O)c2C)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)cc1
CHEMBL117088,Cc1cc(O)c(C)c(C(=O)N[C@@H](Cc2cccc(C(F)(F)F)c2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c1
CHEMBL117095,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1O
CHEMBL117271,Cc1ccc(C(=O)N[C@@H](Cc2ccc3ccccc3c2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c(C)c1O
CHEMBL117389,CCCC1(CCc2ccccc2)CC(=O)C(C(c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(C)(C)C)=C(O)O1
CHEMBL117437,COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)C3(CCCCC3)OC[C@@H]2Cc2ccccc2)cc1
CHEMBL117495,Cc1cccc(C[C@H](NC(=O)c2ccc(C)c(O)c2C)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c1
CHEMBL117500,CCCC1(CCc2ccc(F)cc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)=C(O)O1
CHEMBL117629,Cc1c(N)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1
CHEMBL117638,CCCC1(CCc2ccccc2)CC(=O)C(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C2CC2)=C(O)O1
CHEMBL117769,Cc1ccc(C(=O)N[C@@H](Cc2ccc(C(F)(F)F)cc2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c(C)c1O
CHEMBL117856,CCCC1(CCc2ccccc2)CC(=O)C(C(c2cccc(NS(=O)(=O)c3ccc(C#N)cc3)c2)C(C)(C)C)=C(O)O1
CHEMBL118006,CCCC1(CCC)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)=C(O)O1
CHEMBL118073,CCC(C1=C(O)OC(COCCOCCOC)(COCCOCCOC)CC1=O)c1cccc(NS(=O)(=O)c2cn(C)cn2)c1
CHEMBL118221,Nc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccccc2NC(=O)OCc2ccccn2)cc1
CHEMBL118362,O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)OCc1ccccn1
CHEMBL118396,O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cscn1)OCc1ccccn1
CHEMBL118513,Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1
CHEMBL118531,Nc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)c2ccccc2NC(=O)OCc2ccccn2)cc1
CHEMBL118872,O[C@@H]([C@H](O)[C@@H](COCc1ccccc1)OCc1ccccc1)[C@@H](COCc1ccccc1)OCc1ccccc1
CHEMBL118979,O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cscn1)OCc1ccccn1
CHEMBL119488,Cc1ccc(C(C)(C)C)c(SC2=C(O)OC(CCc3ccccc3)(c3ccc(OCCO)cc3)CC2=O)c1
CHEMBL119490,COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)N(Cc3ccccc3)C[C@@H]2Cc2ccccc2)cc1
CHEMBL119547,CCC(c1cccc(NC(=O)CCNC(=O)OC(C)(C)C)c1)c1c(O)oc2ccccc2c1=O
CHEMBL119745,Cc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1
CHEMBL119898,CCOC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1)[C@@H](C)CC
CHEMBL119968,OC(C(COCc1ccccc1)OCc1c(F)cccc1F)C(O)C(COCc1ccccc1)OCc1c(F)cccc1F
CHEMBL119970,CCC(Cc1ccccc1)c1cc(O)c(C(c2cccc(NC(=O)Cc3ccncc3)c2)C2CC2)c(=O)o1
CHEMBL119973,O=C1N[C@H](Cc2ccccc2)[C@@H](O)[C@H](O)[C@]23CC[C@H](CC2)N13
CHEMBL119998,COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)Cc2ccccc2)cc1
CHEMBL120090,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(C(=O)N2CCc3ccccc3C2)c1
CHEMBL120092,OC(C(COCc1ccccc1)OCc1ccccc1F)C(O)C(COCc1ccccc1)OCc1ccccc1F
CHEMBL1201230,[Mg]
CHEMBL120141,O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1)OCc1ccccn1
CHEMBL120167,OC(C(COCc1ccccc1)OCc1ccc(F)cc1F)C(O)C(COCc1ccccc1)OCc1ccc(F)cc1F
CHEMBL120214,OC(C(COCc1ccccc1)OCc1cccc(F)c1)C(O)C(COCc1ccccc1)OCc1cccc(F)c1
CHEMBL120218,Cc1ccc(COC(COCc2ccccc2)C(O)C(O)C(COCc2ccccc2)OCc2ccc(C)cc2)cc1
